1.66988, 1000908
1.67311, 1000908
1.67665, 1001464
1.68001, 1001464
1.68337, 1001464
1.68678, 1001464
1.69019, 1001464
1.69387, 1001464
1.6978, 1001728
1.70168, 1001728
1.70633, 1001728
1.7102, 1001728
1.714, 1001728
1.71792, 1001992
1.72189, 1001992
1.72623, 1001992
1.73072, 1001992
1.73528, 1001992
1.73978, 1001992
1.74434, 1001992
1.74888, 1001992
1.7535, 1001992
1.75852, 1002256
1.76369, 1002256
1.76889, 1002256
1.77403, 1002256
1.7793, 1002256
1.7854, 1002256
1.79045, 1002520
1.79587, 1002520
1.80123, 1002520
1.80648, 1002520
1.81162, 1002520
1.81682, 1002520
1.82224, 1002520
1.82806, 1002520
1.83391, 1002784
1.83963, 1002784
1.84523, 1002784
1.85091, 1002784
1.85705, 1002784
1.86329, 1002784
1.8694, 1002784
1.87537, 1002784
1.88135, 1002784
1.88782, 1003048
1.89435, 1003048
1.90082, 1003048
1.90716, 1003048
1.91344, 1003048
1.92011, 1003048
1.92683, 1003048
1.93353, 1003048
1.94024, 1003048
1.94684, 1003048
1.95416, 1003048
1.96126, 1003048
1.96836, 1003048
1.97534, 1003312
1.9827, 1003312
1.99015, 1003312
1.99746, 1003312
2.00502, 1003312
2.01262, 1003312
2.02045, 1003312
2.02787, 1003312
2.03547, 1003312
2.04346, 1003312
2.05203, 1003312
2.06037, 1003312
2.06914, 1003312
2.07726, 1003576
2.0858, 1003576
2.09577, 1003576
2.10285, 1004104
2.11313, 1004104
2.12251, 1004104
2.13216, 1004104
2.13955, 1004104
2.14798, 1004104
2.15617, 1004104
2.1633, 1004104
2.17026, 1004104
2.17872, 1004104
2.18713, 1004104
2.19429, 1004104
2.20126, 1004104
2.20957, 1004104
2.2178, 1004104
2.22512, 1004104
2.23205, 1004104
2.24039, 1004104
2.24877, 1004104
2.25646, 1004104
2.26361, 1004104
2.27162, 1004104
2.27956, 1004104
2.28723, 1004104
2.29442, 1004104
2.30209, 1004104
2.31, 1004104
2.31767, 1004104
2.32489, 1004104
2.33242, 1004104
2.34061, 1004104
2.3483, 1004104
2.35624, 1004104
2.36409, 1004104
2.37221, 1004104
2.37985, 1004104
2.38768, 1004104
2.39542, 1004104
2.40372, 1004104
2.41155, 1004104
2.41903, 1004104
2.42679, 1004104
2.43518, 1004104
2.4432, 1004104
2.45089, 1004104
2.45867, 1004104
2.46705, 1004104
2.47502, 1004104
2.4825, 1004104
2.49039, 1004368
2.49871, 1004368
2.50676, 1004368
2.51429, 1004368
2.52218, 1004368
2.53038, 1004368
2.53866, 1004368
2.54624, 1004368
2.55415, 1004368
2.56215, 1004368
2.57007, 1004368
2.57721, 1004368
2.58485, 1004368
2.59245, 1004368
2.60012, 1004368
2.60759, 1004368
2.6154, 1004368
2.62354, 1004368
