1.46967, 808480
1.54715, 810292
1.62254, 810820
1.70727, 811876
1.78951, 812260
1.84663, 811468
1.90578, 811696
1.96487, 812220
2.02173, 811468
2.08151, 812260
2.14864, 812464
2.2117, 812416
2.27828, 812680
2.3426, 813208
2.40646, 813208
2.46838, 813208
2.5331, 814264
2.59658, 814264
2.65742, 814264
2.71865, 814264
2.7782, 814264
2.83874, 814264
2.89844, 814264
2.95983, 814792
3.02242, 814792
3.08255, 814792
3.14612, 814792
3.2085, 815320
3.27086, 815164
3.33194, 814636
3.39169, 814636
3.45452, 815428
3.51541, 815428
3.57703, 815428
3.64136, 815428
3.70919, 815692
3.77478, 815692
3.8419, 816220
3.90604, 816220
3.97308, 816484
4.03837, 816484
4.10488, 816484
4.17288, 816484
4.24029, 816484
4.30902, 816748
4.37459, 816748
4.44379, 817012
4.50974, 817012
4.57631, 817012
4.64581, 817012
4.72153, 817276
4.79599, 817276
4.86785, 817540
4.94025, 818068
5.01337, 817440
5.08009, 817704
5.14801, 817704
5.21752, 818232
5.28875, 818232
5.35967, 818232
5.43055, 818232
5.50223, 819024
5.57029, 818192
5.64416, 818984
5.71891, 818984
5.78993, 818984
5.85729, 818984
5.92837, 819512
5.99663, 819512
6.071, 819512
6.14653, 820304
6.22083, 820304
6.29466, 820304
6.36682, 820304
6.44037, 820304
6.5118, 820304
6.58927, 820832
6.666, 820832
6.74165, 820832
6.81983, 821624
6.89893, 820800
6.97745, 820800
7.05345, 820800
7.13077, 820800
7.20976, 820800
7.29015, 821328
7.36818, 821592
7.44558, 820836
7.52593, 821100
7.6018, 821100
7.68214, 821100
7.75465, 821100
7.82961, 821628
7.90169, 821960
7.97386, 821256
8.04577, 821520
8.12269, 821520
8.19423, 821520
8.26614, 821520
8.34118, 822048
8.41435, 821244
8.4883, 822036
8.56216, 822264
8.63192, 821476
8.7041, 821740
8.77748, 822004
8.85046, 821748
8.92127, 821748
8.99363, 822276
9.06416, 821676
9.13811, 821676
9.21017, 821676
9.28322, 821676
9.35812, 821940
9.43175, 822996
9.50451, 822632
9.57734, 822632
9.64889, 822632
9.72158, 822632
9.79491, 822896
9.86377, 822104
9.93142, 822104
10.0022, 822104
10.0731, 822104
10.1455, 822104
10.2159, 822104
10.2853, 822632
10.3536, 822104
10.4247, 822632
10.4949, 822104
10.5644, 822104
10.6323, 822368
10.7043, 822368
10.7736, 822368
10.8332, 822368
10.8925, 822368
10.9514, 822368
11.0136, 822368
11.0792, 822632
11.1547, 822632
11.2261, 822632
11.3003, 822632
11.3748, 823424
11.4494, 823688
11.5197, 823752
11.5867, 822696
11.6576, 823488
11.7251, 823488
11.7903, 823488
11.8552, 823488
11.9266, 823488
11.9973, 823488
12.0725, 823752
12.1442, 823752
12.2139, 823752
12.2853, 823752
12.3586, 824016
12.431, 824016
12.5043, 824016
12.5846, 824016
12.6779, 825072
12.7859, 825692
12.9053, 827800
13.0337, 829648
13.1684, 830968
13.3151, 831716
13.4643, 832516
13.6181, 833548
13.775, 834336
13.9396, 836976
14.1068, 837768
14.2751, 838824
14.431, 838824
14.5727, 838824
14.7112, 838824
14.8581, 838824
14.9816, 838824
15.0925, 838824
15.1994, 838824
15.2996, 838824
15.3956, 838824
15.4979, 838824
15.6091, 838824
15.7277, 838824
15.8502, 838824
15.9716, 838824
16.093, 838824
16.2258, 839352
16.3614, 839352
16.495, 839352
16.6333, 840672
16.7807, 841464
16.9226, 841728
17.0607, 841728
17.1912, 841728
17.3209, 841728
17.456, 841728
17.597, 841728
17.7387, 841728
17.8831, 841992
18.0314, 842784
18.1817, 843048
18.3296, 843048
18.4793, 843576
18.6297, 843840
18.7782, 843840
18.9241, 844104
19.0705, 844104
19.216, 844368
19.3633, 844368
19.5088, 844368
19.656, 844368
19.8074, 844368
19.9549, 844368
20.1389, 844368
20.2873, 844368
20.4324, 844632
20.5773, 844632
20.7186, 844632
20.8582, 844632
20.9998, 845160
21.1627, 845160
21.3073, 845160
